"roundNumber","NUMERAI_SWMM","BGDA_60_AUTO","FEARINDEX","REPUTATION","VIDEIGREN","SHATTEREDX","JOS_STACK","EGG_001","SSH48","WITCHYAI","MELONADA","NB_EXAMPLE_MODEL","NB_FEAT_NEUTRAL","NB_HELLO_NUMERAI","NB_TARGET_ENSEMBLE","V5_EXAMPLE_PREDS","V5_LGBM_CT_BLEND","V5_LGBM_CYRUSD","V5_LGBM_TEAGER2B","INTEGRATION_TEST","V52_LGBM_TEAGER2B60","V52_LGBM_TEAGER2B20","V52_LGBM_JASPER60","V52_LGBM_JASPER20","V52_LGBM_ENDER60","V52_LGBM_ENDER20","V52_LGBM_CYRUSD60","V52_LGBM_CYRUSD20","V51_LGBM_TEAGER60","V51_LGBM_TEAGER20","V51_LGBM_CYRUS60","V51_LGBM_CYRUS20"
854,6.93247362e-19,NA,0.00345678,-0.00601227,0.00397741,0.0055729,0.01201523,0.00397637,-0.01673204,-0.00488299,NA,0.00952332,0.01111857,0.00952332,0.00765256,-0.00514306,-0.00514306,-0.00104631,-0.00834592,-0.00514306,NA,NA,NA,NA,NA,NA,NA,NA,-0.0121610855866228,-0.00593305778358766,-0.00561442102201155,-0.00238196343327696
855,7.77629387e-18,NA,0.00014261,-0.01466821,0.003513,0.00766637,0.0111165,0.00687281,-0.01534542,-0.00419255,NA,0.00249707,0.00576052,0.00249707,0.00194591,-0.00678615,-0.00678781,-0.00186122,-0.01075098,-0.00678615,NA,NA,NA,NA,NA,NA,NA,NA,-0.0075494082817246,-0.00808770943941356,-0.00498510963422991,-0.00324563129320977
856,-1.53186731e-18,NA,-0.00232242,-0.00699198,0.00432264,0.01364194,0.01066126,9.48329452e-05,-0.0204551,-0.00658439,NA,0.00544835,0.00761182,0.00544835,-0.0004592,-0.01055716,-0.01055716,-0.00321813,-0.0169038,-0.01055716,NA,NA,NA,NA,NA,NA,NA,NA,-0.0104520266159842,-0.0141048400489173,-0.0039196556877933,-0.00484756967783244
857,-2.85148538e-18,NA,0.00157299,-0.01014004,-0.00105024,0.01189518,0.00778986,0.0045827,-0.01679058,-0.00886483,NA,0.0124507,0.01613548,0.0124507,0.0048199,-0.0082772,-0.00827463,-0.00207392,-0.01362064,-0.0082772,NA,NA,NA,NA,NA,NA,NA,NA,-0.0110587130324958,-0.0130266165521266,-0.00427982914342566,-0.00332259422844636
858,0,NA,-0.00067268,-0.01331738,0.00186317,0.01755043,0.00578875,-0.00130335,-0.01430755,-0.00577233,NA,0.00648663,0.010132,0.00648663,0.00389892,-0.00893333,-0.00893333,-0.00406688,-0.01315405,-0.00893333,NA,NA,NA,NA,NA,NA,NA,NA,-0.010894224925571,-0.0113517530653147,-0.00664943823421096,-0.00289270738746099
859,0,NA,-0.00107319,-0.01181571,0.00489118,0.01385215,0.01111658,0.01080662,-0.00854382,-0.00127063,NA,0.00860938,0.01446044,0.00860938,0.00901642,-0.007933,-0.00793375,-0.00309848,-0.01214951,-0.007933,NA,NA,NA,NA,NA,NA,NA,NA,-0.0114539427059848,-0.0110156821429543,-0.00591832971767735,-0.00320894401712639
860,6.77339048e-18,NA,-0.00274302,-0.0154281,0.00560779,0.01640097,0.00712224,0.00822122,-0.0079838,-0.00029449,NA,0.00414377,0.01037696,0.00414377,0.0035643,-0.00883892,-0.00883892,-0.00261617,-0.0141302,-0.00883892,NA,NA,NA,NA,NA,NA,NA,NA,-0.0147193798254304,-0.0136035143631524,-0.00690462327970352,-0.00642697223994323
861,0,NA,0.00097896,-0.02137948,0.00093494,0.01920544,0.00445512,0.00781205,-0.01029345,-0.00399844,NA,0.00890691,0.01470286,0.00890691,0.00825119,-0.00855227,-0.00855219,-0.00285333,-0.01365033,-0.00855227,NA,NA,NA,NA,NA,NA,NA,NA,-0.0178434873947523,-0.0120605293743582,-0.00816469357030891,-0.00528289694398627
862,0,NA,0.00178228,-0.01727285,0.0036916,0.0138597,0.00407889,0.00883502,-0.00554302,-1.83586372e-05,NA,0.00886851,0.01519412,0.00886851,0.00598481,-0.00834051,-0.00834051,-0.00237055,-0.01335028,-0.00834051,NA,NA,NA,NA,NA,NA,NA,NA,-0.0182806867883438,-0.0135806548749101,-0.00963478041061528,-0.007997425051907
863,-5.32436463e-18,NA,0.0069765,-0.01637656,0.00797577,0.01225165,0.00599234,0.00924089,-0.00509588,0.00238552,NA,0.00785379,0.01423204,0.00785379,0.00442907,-0.00759851,-0.00759851,-0.00105298,-0.01370578,-0.00759851,NA,NA,NA,NA,NA,NA,NA,NA,-0.0176607931596488,-0.0135328435502403,-0.00795428811723066,-0.00622958091965709
864,-3.03471346e-18,NA,-0.00266194,-0.01410912,0.00883556,0.01334674,0.00431828,0.00923312,-0.00678464,0.00218736,NA,0.00550361,0.01129804,0.00550361,-0.00065907,-0.008916,-0.00891673,-0.00263851,-0.01430244,-0.008916,NA,NA,NA,NA,NA,NA,NA,NA,-0.0175381929555577,-0.0165282812602788,-0.00595696791434715,-0.0078155019230309
865,-7.38931753e-18,NA,-0.00533105,-0.00945938,-0.00372965,0.00037121,0.0008421,0.00880852,-0.01157133,-0.00779203,NA,0.00878065,0.01444397,0.00878065,0.00263194,-0.00597864,-0.00597864,0.00244705,-0.01366595,-0.00597864,NA,NA,NA,NA,NA,NA,NA,NA,-0.00985415035034161,-0.012484342540787,0.00169899882776532,-0.00132255945381573
866,-9.09433931e-18,NA,0.00159965,-0.00980217,0.0004409,0.00687574,-6.01580835e-05,0.00858584,-0.0108434,-0.00512215,NA,0.00960474,0.01191745,0.00960474,0.00499224,-0.00594407,-0.00594473,0.00089036,-0.01215971,-0.00594407,NA,NA,NA,NA,NA,NA,NA,NA,-0.0134649600071323,-0.0145112283406202,-0.00236392989031034,-0.00760834091690072
867,-3.60828873e-18,NA,0.0015516,-0.01468574,0.00362565,0.009299,-0.00182636,0.00743593,-0.00749487,-0.00133378,NA,0.00957984,0.01088241,0.00957984,0.00381665,-0.00732641,-0.00732641,-0.00164891,-0.01212133,-0.00732641,NA,NA,NA,NA,NA,NA,NA,NA,-0.0122655845980627,-0.0136759087007059,-0.00521460845846357,-0.00762213737121417
868,6.21151425e-18,NA,0.00578018,-0.00466027,0.00187637,0.01116113,-0.00176861,0.0078321,-0.00949481,-0.00322414,NA,0.01410963,0.0181229,0.01410963,0.01159077,-0.00902588,-0.00902592,-0.00049224,-0.01667689,-0.00902588,NA,NA,NA,NA,NA,NA,NA,NA,-0.0158537960429612,-0.0197387448011248,-0.00436633942405825,-0.00883842480604722
869,0,NA,0.00247406,0.00544131,0.00028387,0.00089786,-0.00398297,0.01328067,-0.00630883,-0.001831,NA,0.02429602,0.02818624,0.02429602,0.01785062,-0.00746693,-0.00746693,0.00043414,-0.01490967,-0.00746693,NA,NA,NA,NA,NA,NA,NA,NA,-0.00986567670930111,-0.0159926973261224,-0.00126855479613175,-0.00584501827906043
870,0,NA,-0.00422235,0.00686083,-0.00333579,-0.00134538,-0.00809455,0.01643277,-0.00861699,-0.00574941,NA,0.01888042,0.02309736,0.01888042,0.01035443,-0.00565359,-0.00565359,0.00425767,-0.01489755,-0.00565359,NA,NA,NA,NA,NA,NA,NA,NA,-0.012318720590758,-0.0167407543225889,0.00261413925013519,-0.00316314748670459
871,4.30969059e-18,NA,0.00696314,-0.00233262,0.0029147,0.0054977,-0.00382845,0.01807592,-0.00381032,-0.00027676,NA,0.01158797,0.01596419,0.01158797,0.00610987,-0.00758667,-0.00758667,0.00278521,-0.01720095,-0.00758667,NA,NA,NA,NA,NA,NA,NA,NA,-0.0161518907419669,-0.0178297806190253,0.00169262869774352,-0.00370199670228082
872,-6.62349439e-18,NA,0.00290206,-0.00347911,0.00736215,0.00910197,0.00029231,0.01112416,0.00357457,0.00578618,NA,0.01163957,0.01187188,0.01163957,0.00580273,-0.00821983,-0.00821791,7.26952236e-05,-0.01629735,-0.00821983,NA,NA,NA,NA,NA,NA,NA,NA,-0.00809683083245199,-0.017832434173683,0.00647018976179822,-0.00597407092489217
873,0,NA,0.0076784,-0.01377151,0.00664579,0.01017424,-0.00389655,0.0076692,-0.00484917,0.00171343,NA,0.02050871,0.02309847,0.02050871,0.01403173,-0.00432088,-0.0043394,0.00347143,-0.01169816,-0.00432088,NA,NA,NA,NA,NA,NA,NA,NA,-0.00386275797568181,-0.00974057954453575,0.00994321589005915,0.00301092659511453
874,-7.17910496e-18,NA,0.0119909,-0.00512451,0.02076658,0.00055161,-0.00373688,0.01221624,-0.00192498,0.01062947,NA,0.0175096,0.02051581,0.0175096,0.01079608,0.00090349,0.0008709,0.00467132,-0.00260199,0.00090349,NA,NA,NA,NA,NA,NA,NA,NA,0.00526541043454006,-0.00300135633319035,0.0157917352799971,0.00612658485070338
875,-7.19804678e-18,NA,0.01714448,0.00541197,0.0126997,0.00045585,0.00106063,0.00309222,0.00136435,0.00752725,NA,0.01538968,0.01671477,0.01538968,0.01887087,-0.00178769,-0.00178776,0.00092282,-0.00446499,-0.00178769,NA,NA,NA,NA,NA,NA,NA,NA,0.00487358974224434,-0.0030073189156919,0.016630762192592,0.00141603266378709
876,0,NA,0.00636638,0.00214904,0.00648789,0.00447861,-0.00285136,0.00828064,0.00271949,0.00534054,NA,0.01329468,0.0188835,0.01329468,0.01422654,-0.00764076,-0.00765162,-0.00231351,-0.01236857,-0.00764076,NA,NA,NA,NA,NA,NA,NA,NA,-0.000888617050167509,-0.00815322873077875,0.0173610914299902,-0.00175414583033985
877,-4.95559915e-18,NA,0.01180463,0.00262202,0.00930847,-0.0017289,0.00407077,0.00412947,0.0012344,0.00574952,NA,0.01665494,0.01948564,0.01665494,0.01629957,-0.0049145,-0.00490968,-0.0020394,-0.00749279,-0.0049145,NA,NA,NA,NA,NA,NA,NA,NA,0.00234827631152865,-0.00261559599235692,0.0158018923378943,-0.000916575647073347
878,-4.5639436e-18,NA,0.01399829,-2.45721736e-05,0.01660748,0.00219529,0.00685837,0.00988959,0.00747443,0.01331703,NA,0.00970799,0.01455177,0.00970799,0.00781816,-0.00832281,-0.0083226,-0.00628623,-0.00948168,-0.00832281,NA,NA,NA,NA,NA,NA,NA,NA,0.00263449589190725,-0.0053925626737123,0.0142756209438909,-0.00416498236642402
879,-3.95893133e-18,NA,0.0183142,0.00438458,0.01501849,-0.00231252,0.00908098,0.01037787,0.00193814,0.00965314,NA,0.0138726,0.01561154,0.0138726,0.01207246,-0.00618854,-0.0061888,-0.00590804,-0.00610892,-0.00618854,NA,NA,NA,NA,NA,NA,NA,NA,0.00213020107680895,0.000164492001176084,0.0179269487309771,-3.63521612260309e-05
880,0,NA,0.01824902,0.00664233,0.01509069,-0.0049099,0.01472296,-0.00263929,0.00448676,0.01090595,NA,0.0178665,0.01714655,0.0178665,0.01263371,-0.00943527,-0.00943527,-0.00402633,-0.01410729,-0.00943527,NA,NA,NA,NA,NA,NA,NA,NA,0.0014567613111974,-0.00398904747483454,0.0220414372129427,0.00621150404096898
881,-1.73695738e-17,NA,0.01081546,0.00905812,0.01062612,-0.00790885,0.00958518,0.00311168,-0.00314065,0.0052023,NA,0.01950402,0.01497827,0.01950402,0.0164836,-0.00807411,-0.0080753,-0.00265354,-0.01256882,-0.00807411,NA,NA,NA,NA,NA,NA,NA,NA,0.0014510137274983,-0.00739402138788774,0.0214481469569636,0.00203276418292596
882,-9.56354513e-18,NA,0.00909609,0.0092384,0.008589,-0.0045877,0.00665649,-0.00311953,-0.00952148,0.00051593,NA,0.01935258,0.01479484,0.01935258,0.02020864,-0.00822834,-0.00822834,-0.0044337,-0.01119047,-0.00822834,NA,NA,NA,NA,NA,NA,NA,NA,0.00296660628318634,-0.00549834804016992,0.0207934584863157,0.00268207650227881
883,1.22350411e-17,NA,0.01696582,0.00881556,0.00125303,-0.00509235,0.01289709,-0.00750495,-0.01702661,-0.00716307,-0.00566942,0.02465328,0.02315339,0.02465328,0.02124771,-0.00882306,-0.00882316,-0.00153175,-0.01496062,-0.00882306,NA,NA,NA,NA,NA,NA,NA,NA,-0.000815753173297735,-0.0113931974021698,0.0177272276783302,0.00272024651465235
884,-1.79924611e-17,NA,0.01972127,0.01049804,0.00229556,-0.00354133,0.01118243,-0.00252072,-0.01012775,-0.00335528,-0.0076299,0.02320883,0.01979217,0.02320883,0.0240579,-0.00938695,-0.00938704,-0.00704067,-0.01081846,-0.00938695,NA,NA,NA,NA,NA,NA,NA,NA,-0.003034406264413,-0.012266784832043,0.0112228272056965,-0.00486218057007304
885,0,NA,0.01733322,0.00579878,-0.00047848,0.00143419,0.00925129,-0.00533044,-0.00824224,-0.0046476,NA,0.01539786,0.01399755,0.01539786,0.01922899,-0.00618019,-0.00617954,-0.00492319,-0.00704311,-0.00618019,NA,NA,NA,NA,NA,NA,NA,NA,-0.00472634858371559,-0.00893098250736342,0.00793326222315874,-0.00277689634088176
886,7.34356499e-18,NA,0.01926728,-0.00177047,0.00767752,-0.00029224,0.01668581,-0.00143805,-0.00294912,0.00305678,NA,0.0168065,0.01491516,0.0168065,0.01684981,-0.00763156,-0.00763156,-0.00583492,-0.00883933,-0.00763156,NA,NA,NA,NA,NA,NA,NA,NA,-0.00659239357926517,-0.0107986592555385,0.0106251636440872,-0.00446872255280742
887,-1.0312675e-17,NA,0.01542661,0.00423145,0.00721142,-0.00363374,0.01036694,0.00250658,-0.00421652,0.00193837,NA,0.01975066,0.02083127,0.01975066,0.02158806,-0.00821771,-0.00821764,-0.00577864,-0.00967362,-0.00821771,NA,NA,NA,NA,NA,NA,NA,NA,-0.00420023849732598,-0.010387812149114,0.0102064001055784,-0.00455969181300365
888,8.88622944e-18,NA,0.017357,-0.00293201,0.01228815,-0.00401204,0.01828943,0.00267741,0.00758736,0.0102732,NA,0.01854598,0.02104823,0.01854598,0.02436016,-0.00743537,-0.00743543,-0.00542441,-0.00832466,-0.00743537,NA,NA,NA,NA,NA,NA,NA,NA,-0.00380275669108719,-0.00675427037679884,0.00851821615903689,-0.00225153560304918
889,2.13775804e-17,NA,0.01935284,0.00102907,0.01402262,-0.00156554,0.02311678,0.00290236,0.00990403,0.01199624,NA,0.01973893,0.0166321,0.01973893,0.01892525,-0.00890867,-0.00890873,-0.00674681,-0.01034656,-0.00890867,NA,NA,NA,NA,NA,NA,NA,NA,0.00283734007913239,-0.0103248677831408,0.0103720733278308,-0.00405441032350299
890,6.3360066e-18,NA,0.02400406,-0.00664899,0.00875805,-0.00506032,0.01742849,-0.00374084,0.00745252,0.00775945,NA,0.02369728,0.02244043,0.02369728,0.02509793,-0.00324828,-0.00324828,-8.3358193e-05,-0.00588414,-0.00324828,NA,NA,NA,NA,NA,NA,NA,NA,0.00219215649322424,-0.00187030234122659,0.0109315913357692,0.00278900545049913
891,0,NA,0.01214495,-0.00558462,0.01071416,-0.0029168,0.01809402,0.00836846,0.00660148,0.00852821,-0.00467616,0.01315197,0.01027674,0.01315197,0.010106,-0.00373905,-0.00373896,-0.00356644,-0.00304041,-0.00373905,NA,NA,NA,NA,NA,NA,NA,NA,0.0040529073938585,-0.000149967875686701,0.0118387177490276,0.0024732397305236
892,0,NA,0.02109798,-0.00058752,0.01364448,-0.0077525,0.01827123,0.00956976,0.00599374,0.00998094,-0.00443279,0.01764978,0.01934954,0.01764978,0.01465209,-0.00424217,-0.00424217,-0.00165345,-0.0061785,-0.00424217,NA,NA,NA,NA,NA,NA,NA,NA,-0.00218571022695308,-0.0043186495067197,0.0115008176191738,0.00187017290175663
893,-4.80400189e-18,NA,0.02839501,-0.00346365,0.01004464,-0.00754175,0.02464977,-0.00178467,0.00474928,0.00716227,-0.00074897,0.0188748,0.01750253,0.0188748,0.01689741,-0.00433452,-0.00433445,-0.00442269,-0.0035805,-0.00433452,NA,NA,NA,NA,NA,NA,NA,NA,-0.00709453534694859,-0.00347956485225797,0.000906386969389017,-0.00348316838531068
894,7.63238359e-18,NA,0.01731033,0.00304652,0.00540834,-0.00484481,0.01642737,-0.0049494,0.00209147,0.0037074,-0.00493084,0.02298076,0.02078716,0.02298076,0.01616868,-0.01072856,-0.01072855,-0.00785913,-0.012957,-0.01072856,NA,NA,NA,NA,NA,NA,NA,NA,-0.0100817081672616,-0.011464604558534,8.95846542995097e-05,-0.00340334308657356
895,0,NA,0.02055196,-0.00605291,0.01279638,-0.00576128,0.0268482,-0.00767228,0.00704521,0.01066819,-0.00287431,0.00905575,0.0122473,0.00905575,0.00856155,-0.0112576,-0.01125767,-0.00959102,-0.01196963,-0.0112576,NA,NA,NA,NA,NA,NA,NA,NA,-0.00736226738868254,-0.00644910368173746,0.00510235766121987,-0.000273222193148075
896,-8.94590918e-18,NA,0.01630992,-0.00090537,0.00985434,-0.00294883,0.01294186,0.0002882,0.00355017,0.00715963,-0.00424915,0.00736522,0.01011225,0.00736522,0.00651039,-0.01057282,-0.01057282,-0.00679477,-0.01310234,-0.01057282,NA,NA,NA,NA,NA,NA,NA,NA,-0.00839085236063799,-0.00951942733314215,-0.0012602718036947,-0.00697413433011617
897,-6.91631283e-18,NA,0.0194605,0.004948,0.00997283,-0.00269006,0.01017839,-0.00427717,-0.00165016,0.00544973,-0.00262232,0.01112878,0.0137303,0.01112878,0.00870867,-0.01158568,-0.01158565,-0.0095006,-0.01255203,-0.01158568,NA,NA,NA,NA,NA,NA,NA,NA,-0.0067613182150229,-0.00549803348123102,0.0056982726859534,-0.00279413980549594
898,-7.40204336e-18,NA,0.01135999,0.00919732,0.00814261,0.00240064,-0.00034333,-0.00373581,-0.00393383,0.00268364,-0.00594042,0.00787061,0.01036107,0.00787061,0.00401939,-0.00825481,-0.00825438,-0.01203646,-0.00377713,-0.00825481,NA,NA,NA,NA,NA,NA,NA,NA,-0.000692474748341325,-0.000842932782683368,0.00291883930164813,-0.00551216509382859
899,-1.59649678e-17,NA,0.00499171,0.0089453,0.01067269,-0.00196704,0.00462951,0.00184969,-0.00062765,0.00575316,-0.00091287,0.01123773,0.01331232,0.01123773,0.01358673,-0.00502925,-0.00502925,-0.00978406,-9.60216635e-05,-0.00502925,NA,NA,NA,NA,NA,NA,NA,NA,0.00767997004325426,0.00513432448762693,0.00584629099490378,-0.00189250222828853
900,0,NA,0.00504722,0.01618173,0.00411148,-0.00617406,0.00819661,-0.00203552,0.00384139,0.00365047,-0.00077384,0.00875329,0.01230696,0.00875329,0.01455725,0.00315748,0.00316012,-0.00438683,0.01055946,0.00315748,NA,NA,NA,NA,NA,NA,NA,NA,0.0127623168796947,0.00986639483018345,0.00689655372509781,-0.000443344397088014
901,-2.34796359e-18,NA,0.00186161,0.01552849,0.00188417,0.00203602,0.00454562,0.00074876,0.0101073,0.00542423,-0.00177452,-0.00601985,0.00085905,-0.00601985,0.00272352,-0.00020042,-0.00020049,-0.00917782,0.00881703,-0.00020042,NA,NA,NA,NA,NA,NA,NA,NA,0.0152055785652306,0.0118843192240587,0.00752884817702308,-0.00393421801867101
902,1.03768239e-17,NA,-0.00175633,0.01758204,0.01319391,0.00493313,-0.01055586,0.00394844,0.0131052,0.01361034,-0.00079159,-0.00314908,0.00240139,-0.00314908,0.00061641,-0.00046149,-0.00046137,-0.00802762,0.00717642,-0.00046149,NA,NA,NA,NA,NA,NA,NA,NA,0.00689403472905077,0.00710104208957123,-0.00295227956886866,-0.00890389002118001
903,0,NA,-0.00481014,0.00569661,0.00689632,0.003683,-0.00925289,0.01018142,0.0081991,0.00753558,-0.00044165,-0.0104778,-0.0051933,-0.0104778,0.00201538,0.00158414,0.00158009,-0.00638476,0.00938352,0.00158414,NA,NA,NA,NA,NA,NA,NA,NA,0.00655255018253469,0.00924600178615527,0.00173555538041741,-0.00481215379067905
904,0,NA,-0.00878097,0.00581477,0.00465445,0.00211924,-0.01248458,0.01228194,0.00860255,0.00692372,-0.00092441,-0.01404686,-0.00678516,-0.01404686,-0.00470319,1.83135657e-05,1.83135657e-05,-0.0069506,0.00699869,1.83135657e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.00146100091841215,0.00403873538683522,-0.000258420083152978,-0.00945959469621805
905,-5.68246783e-18,NA,-0.00449242,0.01195665,0.00077577,0.00165654,-0.00579681,0.00912932,-0.00249607,-0.00109703,-0.00178221,-0.00665939,0.00259391,-0.00665939,0.00142159,-0.00224495,-0.00223511,-0.00493209,0.00029544,-0.00224495,NA,NA,NA,NA,NA,NA,NA,NA,-0.00621960065923852,-0.00108842881690883,-0.00388565683665669,-0.00418397688091973
906,-6.46818357e-18,NA,0.00037468,0.01042862,0.00493833,0.00543046,-0.00119181,0.00698983,-0.00270804,0.00173212,-0.00049739,-0.01230866,-0.00523544,-0.01230866,-0.00218604,-0.00302972,-0.00302972,-0.00739989,0.00180401,-0.00302972,NA,NA,NA,NA,NA,NA,NA,NA,-0.00696220197252298,0.00118194957640245,-0.00149328085488957,-0.00664776106458047
907,2.01786803e-17,NA,-0.00249421,0.00930907,0.00865687,0.00684512,-0.00436944,0.0056181,0.00576684,0.00802695,-0.00174265,-0.00963819,-0.00182853,-0.00963819,-0.00041141,-0.00721003,-0.00721491,-0.00902825,-0.00521897,-0.00721003,NA,NA,NA,NA,NA,NA,NA,NA,-0.00912634466696873,-0.00138861405162261,-0.00267688298375087,-0.0067799166959309
908,1.18166003e-17,NA,-0.00037379,0.00114009,0.01020521,0.0149279,-0.01107539,0.00199069,-0.00880437,0.0017785,0.00134128,-0.00642816,-0.00197026,-0.00642816,0.00441309,-0.00354243,-0.00354559,-0.00624165,-0.0004505,-0.00354243,NA,NA,NA,NA,NA,NA,NA,NA,-0.00744078980349754,0.000331497745886253,-0.00528771510161662,-0.00455109031509396
909,0,NA,-0.00268234,0.00509262,-0.00095912,0.00160269,-0.00184782,0.00104009,-0.01057966,-0.00522042,-0.00216097,-0.00162394,0.00509525,-0.00162394,0.0092482,0.00018129,0.0001866,-0.0023057,0.00268187,0.00018129,NA,NA,NA,NA,NA,NA,NA,NA,-0.00707613670715224,0.000833168078129085,-0.00947489500106636,-0.00371678290940345
910,-1.5760903e-17,NA,-0.00409588,0.00565826,0.00364032,0.00669767,-0.00519216,0.00374404,-0.00957759,-0.00258294,-0.00403518,-0.00117592,0.00397225,-0.00117592,0.00481343,-0.00148276,-0.00148257,-0.00281517,-4.44236009e-05,-0.00148276,NA,NA,NA,NA,NA,NA,NA,NA,-0.0153089980685409,-0.00514599036630508,-0.00908397383233618,-0.0102187579082622
911,0,NA,-0.00701256,0.01351696,0.00541249,0.00693268,-0.00958075,0.00494209,-0.00362589,0.00144904,-0.00230123,-0.0054389,-0.00109928,-0.0054389,0.00289513,-0.00089871,-0.00089368,-0.00523762,0.00368224,-0.00089871,NA,NA,NA,NA,NA,NA,NA,NA,-0.00259200644769565,0.000396796950636778,-0.0074863615980007,-0.0105544079942862
912,4.97732626e-18,NA,-0.00199687,0.00500763,0.00690816,0.00913706,-0.01263157,0.00593352,-0.00390539,0.00189335,0.00180282,-0.0084483,-0.00641698,-0.0084483,-0.00173389,-0.00049852,-0.00049823,-0.00379184,0.00310156,-0.00049852,NA,NA,NA,NA,NA,NA,NA,NA,-0.00359519521125942,0.00085738336287045,-0.0040131586951606,-0.00661158166966734
