"roundNumber","NUMERAI_SWMM","BGDA_60_AUTO","FEARINDEX","REPUTATION","VIDEIGREN","SHATTEREDX","JOS_STACK","EGG_001","SSH48","WITCHYAI","MELONADA","NB_EXAMPLE_MODEL","NB_FEAT_NEUTRAL","NB_HELLO_NUMERAI","NB_TARGET_ENSEMBLE","V5_EXAMPLE_PREDS","V5_LGBM_CT_BLEND","V5_LGBM_CYRUSD","V5_LGBM_TEAGER2B","INTEGRATION_TEST","V52_LGBM_TEAGER2B60","V52_LGBM_TEAGER2B20","V52_LGBM_JASPER60","V52_LGBM_JASPER20","V52_LGBM_ENDER60","V52_LGBM_ENDER20","V52_LGBM_CYRUSD60","V52_LGBM_CYRUSD20","V51_LGBM_TEAGER60","V51_LGBM_TEAGER20","V51_LGBM_CYRUS60","V51_LGBM_CYRUS20"
855,0.90649351,NA,0.44878452,0.22586736,0.40653764,0.85343403,0.88506018,0.79206986,0.04838329,0.22091102,NA,0.74168043,0.81980175,0.74168043,0.77377862,0.55758792,0.54755723,0.67441586,0.40016521,0.55758792,NA,NA,NA,NA,NA,NA,NA,NA,0.246048596367068,0.373908940787922,0.483132814343005,0.621137060627507
856,0.74427216,NA,0.35449919,0.41684016,0.43869998,0.95593338,0.73051122,0.49826509,0.01966227,0.15706685,NA,0.86039787,0.9018043,0.86039787,0.72287763,0.34050428,0.34050428,0.56985889,0.13925515,0.34050428,NA,NA,NA,NA,NA,NA,NA,NA,0.208554913294798,0.156300578034682,0.504739884393064,0.526936416184971
857,0.76204347,NA,0.4556551,0.27256439,0.40302352,0.87637178,0.68667413,0.63572228,0.03919373,0.14983203,NA,0.9281075,0.975028,0.9281075,0.78409854,0.37681971,0.38633819,0.61769317,0.162486,0.37681971,NA,NA,NA,NA,NA,NA,NA,NA,0.136556973360197,0.131855831654354,0.468099395567495,0.571524513096038
858,0.86502793,NA,0.43254411,0.29930757,0.57594371,0.99274067,0.70560643,0.63882064,0.1192763,0.30757203,NA,0.90160822,0.94080858,0.90160822,0.85794059,0.49408086,0.48492294,0.66863971,0.31862855,0.49408086,NA,NA,NA,NA,NA,NA,NA,NA,0.280643000669792,0.274838133511945,0.457021656619781,0.617771824067872
859,0.85234172,NA,0.39065886,0.38079757,0.6890984,0.90127872,0.78413524,0.95762896,0.26397919,0.47290854,NA,0.93487213,0.9873212,0.93487213,0.96705678,0.49924144,0.48916342,0.65691374,0.31393585,0.49924144,NA,NA,NA,NA,NA,NA,NA,NA,0.243500866551127,0.261265164644714,0.403812824956672,0.534878682842288
860,0.87063389,NA,0.36325431,0.28448276,0.68372845,0.94299569,0.6,0.93577586,0.21012931,0.48168103,NA,0.8393319,0.96864224,0.8393319,0.90517241,0.47144397,0.47144397,0.68997845,0.23685345,0.47144397,NA,NA,NA,NA,NA,NA,NA,NA,0.17255493321844,0.186988367083154,0.495045239121069,0.503015941404567
861,0.86831897,NA,0.51583369,0.21154675,0.53586816,0.97231797,0.5521327,0.87494614,0.22598018,0.38711762,NA,0.91006032,0.97899612,0.91006032,0.93871176,0.57550625,0.58487721,0.72479535,0.32119776,0.57550625,NA,NA,NA,NA,NA,NA,NA,NA,0.154392764857881,0.335486649440138,0.46167097329888,0.644702842377261
862,0.8615757,NA,0.40970084,0.26352838,0.51462824,0.96370436,0.43950726,0.82226133,0.26638803,0.38825341,NA,0.90035196,0.97767268,0.90035196,0.9275187,0.50439947,0.50439947,0.72822261,0.26924769,0.50439947,NA,NA,NA,NA,NA,NA,NA,NA,0.114555848724714,0.187774846086192,0.368293755496922,0.440193491644679
863,0.88755196,NA,0.65569648,0.32801225,0.72895255,0.85479991,0.47758583,0.87163787,0.34375683,0.57336541,NA,0.91176471,0.98808222,0.91176471,0.8813689,0.54307894,0.54307894,0.78744806,0.29324295,0.54307894,NA,NA,NA,NA,NA,NA,NA,NA,0.146448087431694,0.202185792349727,0.511912568306011,0.574426229508197
864,0.77481077,NA,0.38997478,0.23623371,0.80443464,0.95166036,0.46826398,0.85582177,0.17612442,0.55044136,NA,0.88472047,0.97078604,0.88472047,0.79497688,0.3396385,0.3297604,0.65332072,0.14501892,0.3396385,NA,NA,NA,NA,NA,NA,NA,NA,0.0642992225257407,0.0819499894935911,0.460180710233242,0.387476360579954
865,0.89616444,NA,0.32906164,0.47574666,0.45106969,0.63948316,0.40648168,0.84547765,0.17729295,0.32302478,NA,0.88212243,0.96949799,0.88212243,0.76773989,0.61893667,0.61893667,0.9035162,0.28902775,0.61893667,NA,NA,NA,NA,NA,NA,NA,NA,0.280601440067768,0.276789495976281,0.784201609487505,0.758576874205845
866,0.83917265,NA,0.49841772,0.49514768,0.45369198,0.78396624,0.44915612,0.81139241,0.12805907,0.23966245,NA,0.86729958,0.93059072,0.86729958,0.83407173,0.56487342,0.55548523,0.78196203,0.29672996,0.56487342,NA,NA,NA,NA,NA,NA,NA,NA,0.152288546720101,0.193419109892428,0.467201012444632,0.422062855937566
867,0.80273109,NA,0.5349643,0.31436371,0.63954221,0.86381772,0.39080218,0.77708946,0.28769425,0.49391012,NA,0.93878622,0.95737085,0.93878622,0.79556909,0.50419992,0.50419992,0.73740025,0.28254935,0.50419992,NA,NA,NA,NA,NA,NA,NA,NA,0.210161662817552,0.187066974595843,0.472601301700609,0.477430191056057
868,0.76444538,NA,0.69002951,0.53393761,0.43054384,0.85191821,0.48166105,0.73998735,0.11235245,0.27381956,NA,0.95857926,0.98766863,0.95857926,0.92295531,0.40092749,0.39165261,0.744414,0.17232293,0.40092749,NA,NA,NA,NA,NA,NA,NA,NA,0.0897787144362487,0.0743940990516333,0.441517386722866,0.412644889357218
869,0.61420532,NA,0.44587779,0.72725509,0.3314258,0.35227934,0.32706111,0.76052376,0.15674103,0.26052376,NA,0.96401552,0.9900097,0.96401552,0.91222114,0.31008729,0.31008729,0.54830262,0.13161979,0.31008729,NA,NA,NA,NA,NA,NA,NA,NA,0.161753297129558,0.103374709076804,0.428626842513576,0.363072148952676
870,0.75666004,NA,0.2665938,0.87698728,0.42120429,0.50745231,0.29153418,0.83734102,0.1786566,0.32631161,NA,0.94674086,0.98539348,0.94674086,0.84379968,0.54262719,0.54262719,0.79501192,0.25427266,0.54262719,NA,NA,NA,NA,NA,NA,NA,NA,0.27895887144844,0.174051261672958,0.748857540234453,0.620305980528512
871,0.77538522,NA,0.69618878,0.72195893,0.5775079,0.67298578,0.49486572,0.94559637,0.29206161,0.43700632,NA,0.9063981,0.96593602,0.9063981,0.79462875,0.54127172,0.54127172,0.84755134,0.23923776,0.54127172,NA,NA,NA,NA,NA,NA,NA,NA,0.215794669299112,0.202171767028628,0.757551826258638,0.641658440276407
872,0.89036805,NA,0.62162427,0.6778865,0.76506849,0.82739726,0.5741683,0.89138943,0.50234834,0.65342466,NA,0.94589041,0.92651663,0.94589041,0.75499022,0.60381605,0.61232877,0.84745597,0.35763209,0.60381605,NA,NA,NA,NA,NA,NA,NA,NA,0.480532185482293,0.305615339463901,0.917824300528272,0.62238309528468
873,0.92401157,NA,0.70667052,0.38692886,0.74908425,0.82668209,0.59861191,0.85772123,0.44418739,0.6417968,NA,0.9589358,0.98216696,0.9589358,0.80798149,0.79304029,0.78407557,0.93175246,0.5353769,0.79304029,NA,NA,NA,NA,NA,NA,NA,NA,0.651503469545104,0.539321511179645,0.942945258288358,0.883770239013107
874,0.83537852,NA,0.80458577,0.49650878,0.8951689,0.53132667,0.46008681,0.83393093,0.39932063,0.68654463,NA,0.94583884,0.96735233,0.94583884,0.72419324,0.84421589,0.83336479,0.91017173,0.6531421,0.84421589,NA,NA,NA,NA,NA,NA,NA,NA,0.858679245283019,0.612075471698113,0.997547169811321,0.899811320754717
875,0.84995197,NA,0.88966775,0.69982716,0.73890916,0.56443249,0.55790282,0.61234876,0.47973881,0.63933167,NA,0.94747455,0.9144421,0.94747455,0.88486653,0.78740157,0.77914346,0.85759554,0.60063376,0.78740157,NA,NA,NA,NA,NA,NA,NA,NA,0.805491551459293,0.634216589861751,0.998847926267281,0.841397849462366
876,0.85972677,NA,0.69773033,0.63031352,0.53462204,0.79265243,0.48778611,0.72081169,0.50067321,0.55933833,NA,0.95326024,0.98586267,0.95326024,0.88190037,0.67878438,0.66993653,0.8525678,0.41190614,0.67878438,NA,NA,NA,NA,NA,NA,NA,NA,0.701730769230769,0.488076923076923,0.998653846153846,0.826730769230769
877,0.68024162,NA,0.7936307,0.59388391,0.55171406,0.43981301,0.62952863,0.4786716,0.33365797,0.44098169,NA,0.95500584,0.98694975,0.95500584,0.87154266,0.48909233,0.49785742,0.69877289,0.27162057,0.48909233,NA,NA,NA,NA,NA,NA,NA,NA,0.657254138266796,0.388315481986368,0.99493670886076,0.69620253164557
878,0.74656074,NA,0.94896378,0.52101491,0.83042805,0.47685454,0.80050358,0.76544645,0.46949448,0.76622119,NA,0.87759055,0.93763316,0.87759055,0.68148363,0.49099361,0.4993221,0.64865388,0.30418361,0.49099361,NA,NA,NA,NA,NA,NA,NA,NA,0.646591789310612,0.391750580945004,0.987219209914795,0.614446165762974
879,0.78159213,NA,0.94759785,0.69486181,0.7851048,0.44166203,0.73956594,0.72379892,0.39361899,0.6360601,NA,0.88452977,0.9146726,0.88452977,0.75449824,0.64895196,0.64032647,0.69894268,0.49044704,0.64895196,NA,NA,NA,NA,NA,NA,NA,NA,0.702893175074184,0.663019287833828,0.998887240356083,0.803597922848665
880,0.85440181,NA,0.91641595,0.65456939,0.83292591,0.48307634,0.92610004,0.46690485,0.51955622,0.71981948,NA,0.94725461,0.89714178,0.94725461,0.81186536,0.62965401,0.62965401,0.78647988,0.35755923,0.62965401,NA,NA,NA,NA,NA,NA,NA,NA,0.718180109043053,0.59278059785674,0.999435984207558,0.921789810114683
881,0.77503765,NA,0.76129093,0.72280768,0.69222808,0.42416259,0.84249153,0.55890102,0.27098231,0.53424915,NA,0.96490403,0.87589387,0.96490403,0.90732029,0.59296199,0.58430561,0.79252917,0.31849831,0.59296199,NA,NA,NA,NA,NA,NA,NA,NA,0.682784571966134,0.40997177798683,0.998682972718721,0.861335841956726
882,0.83885542,NA,0.63916071,0.67425668,0.64273617,0.5273805,0.77794505,0.47007904,0.24501317,0.45408355,NA,0.94269853,0.82875423,0.94269853,0.90760256,0.62391795,0.62391795,0.76740685,0.38276251,0.62391795,NA,NA,NA,NA,NA,NA,NA,NA,0.655315145813735,0.480338664158043,0.995108184383819,0.864910630291628
883,0.74107143,NA,0.84445891,0.67813313,0.44152101,0.40925995,0.88657493,0.32930457,0.12551134,0.29323168,0.493492,0.9629974,0.92804016,0.9629974,0.8759762,0.53068055,0.52249907,0.75213834,0.28923392,0.53068055,NA,NA,NA,NA,NA,NA,NA,NA,0.589514779698829,0.370886781929727,0.9501766127533,0.793641940881205
884,0.75741583,NA,0.86874659,0.72548663,0.41377115,0.45342914,0.80007277,0.45843187,0.2330362,0.32690558,0.48317264,0.96334364,0.88329998,0.96334364,0.90794979,0.51064217,0.50227397,0.65353829,0.34455157,0.51064217,NA,NA,NA,NA,NA,NA,NA,NA,0.546926154965442,0.325754819934522,0.915605674790833,0.664969079665333
885,0.87323944,NA,0.94834522,0.59480709,0.50969099,0.78003291,0.72627537,0.43536295,0.32803072,0.42274639,NA,0.91195831,0.84457853,0.91195831,0.86085208,0.66684952,0.67452916,0.77217042,0.50612543,0.66684952,NA,NA,NA,NA,NA,NA,NA,NA,0.546069469835466,0.43254113345521,0.93473491773309,0.702010968921389
886,0.87883772,NA,0.97305444,0.40171721,0.71675192,0.67866277,0.88947753,0.48894775,0.40427475,0.58293752,NA,0.94766167,0.88408842,0.94766167,0.86107052,0.6677932,0.6677932,0.78078188,0.49059189,0.6677932,NA,NA,NA,NA,NA,NA,NA,NA,0.526940639269406,0.408219178082192,0.986849315068493,0.759269406392694
887,0.89266776,NA,0.87433742,0.48766222,0.66084811,0.49369402,0.73332115,0.56708097,0.37835862,0.52878816,NA,0.93173094,0.90321696,0.93173094,0.84180223,0.71522574,0.72308536,0.8208737,0.53683056,0.71522574,NA,NA,NA,NA,NA,NA,NA,NA,0.551900584795322,0.473135964912281,0.978070175438597,0.768092105263158
888,0.93477069,NA,0.95497717,0.38684932,0.78438356,0.53543379,0.88237443,0.60858447,0.61552511,0.74794521,NA,0.8683105,0.9052968,0.8683105,0.94100457,0.69315068,0.6852968,0.82821918,0.52447489,0.69315068,NA,NA,NA,NA,NA,NA,NA,NA,0.550766983199416,0.517165814463112,0.963842220598977,0.779401022644266
889,0.92073063,NA,0.97597944,0.47314306,0.79586953,0.55796845,0.97872718,0.63206878,0.60042546,0.71990782,NA,0.94788158,0.86660167,0.94788158,0.83717426,0.66069846,0.65821663,0.80039,0.49955682,0.66069846,NA,NA,NA,NA,NA,NA,NA,NA,0.677242112725984,0.435838355193194,0.973413683091102,0.728642325416519
890,0.83324089,NA,0.98881907,0.31195712,0.78793199,0.45222695,0.82886712,0.52023656,0.6525596,0.72962484,NA,0.95268897,0.88856034,0.95268897,0.86462761,0.69654408,0.69654408,0.82600259,0.55100721,0.69654408,NA,NA,NA,NA,NA,NA,NA,NA,0.604767184035477,0.561345158906135,0.926829268292683,0.759423503325942
891,0.83504587,NA,0.89187454,0.29420396,0.88380411,0.51210565,0.94442406,0.92314747,0.73422597,0.81401321,0.57648569,0.85885913,0.68231842,0.85885913,0.65471387,0.79723037,0.79933969,0.78915994,0.75962949,0.79723037,NA,NA,NA,NA,NA,NA,NA,NA,0.884650651017788,0.737759031725656,0.993214744177517,0.837337245552907
892,0.78352559,NA,0.98153153,0.40972973,0.95504505,0.39315315,0.95225225,0.79801802,0.76306306,0.8781982,0.53963964,0.93657658,0.91315315,0.93657658,0.77342342,0.74558559,0.7436036,0.80333333,0.61612613,0.74558559,NA,NA,NA,NA,NA,NA,NA,NA,0.602594127184291,0.499549630697172,0.97423887587822,0.788686723112953
893,0.62868048,NA,0.99173328,0.27906977,0.74972747,0.3059593,0.96329942,0.46856831,0.7291061,0.72292878,0.46002907,0.9199673,0.83602834,0.9199673,0.86328125,0.62027616,0.62227471,0.57485465,0.62572674,0.62027616,NA,NA,NA,NA,NA,NA,NA,NA,0.423978201634877,0.544050862851953,0.639418710263397,0.524432334241599
894,0.72523626,NA,0.88637159,0.50174948,0.78752624,0.34490903,0.80580826,0.4716585,0.74807558,0.78638908,0.46973408,0.97297061,0.90920224,0.97297061,0.87421274,0.50446116,0.50446116,0.57776417,0.34639608,0.50446116,NA,NA,NA,NA,NA,NA,NA,NA,0.355606087108623,0.305929683400385,0.713311177190834,0.604862690222144
895,0.57258348,NA,0.96319396,0.22364722,0.94580112,0.24165495,0.98137737,0.24920942,0.9028461,0.95045678,0.40425158,0.7790759,0.88114898,0.7790759,0.71134926,0.36630358,0.36419536,0.37605411,0.32431483,0.36630358,NA,NA,NA,NA,NA,NA,NA,NA,0.242929913929387,0.307570700860706,0.638679079571403,0.470402248375198
896,0.68729126,NA,0.97074328,0.47654191,0.93999297,0.43797224,0.82129678,0.57731506,0.75593042,0.91091197,0.39114391,0.79616939,0.86645581,0.79616939,0.72280794,0.45071165,0.45071165,0.571165,0.30803022,0.45071165,NA,NA,NA,NA,NA,NA,NA,NA,0.331693605059733,0.239634574841883,0.54181307097681,0.304638088545327
897,0.78380282,NA,0.97896867,0.73372052,0.81203801,0.58192538,0.68321014,0.45142555,0.50598381,0.74419219,0.55825414,0.90135516,0.93796199,0.90135516,0.84530095,0.42951426,0.42951426,0.55957409,0.28405491,0.42951426,NA,NA,NA,NA,NA,NA,NA,NA,0.461376033784973,0.402428294914658,0.852718634524019,0.575576280133732
898,0.87604022,NA,0.93994801,0.89670711,0.88171577,0.72582322,0.40571924,0.64766031,0.54956672,0.81421144,0.55667244,0.75892548,0.84038128,0.75892548,0.66005199,0.55155979,0.55355286,0.46767764,0.56204506,0.55155979,NA,NA,NA,NA,NA,NA,NA,NA,0.643909201178305,0.474267891180038,0.865707849592792,0.485531103794836
899,0.71267702,NA,0.72838137,0.79174484,0.89826028,0.47654784,0.54681903,0.68369435,0.61964864,0.85706976,0.63977486,0.8090568,0.87719597,0.8090568,0.93629541,0.56447211,0.56447211,0.43672181,0.66459151,0.56447211,NA,NA,NA,NA,NA,NA,NA,NA,0.852660300136426,0.727489768076398,0.883526603001364,0.533594815825375
900,0.63738157,NA,0.70165318,0.96693646,0.6878767,0.25848114,0.83296022,0.4162218,0.80127432,0.79163079,0.49646978,0.73101429,0.87506458,0.73101429,0.92534872,0.78155674,0.78353711,0.50835199,0.89349061,0.78155674,NA,NA,NA,NA,NA,NA,NA,NA,0.915633608815427,0.853305785123967,0.855888429752066,0.538223140495868
901,0.71597735,NA,0.69488763,0.94561674,0.74772688,0.67524447,0.79653457,0.71350146,0.9656888,0.89071882,0.55464059,0.27080117,0.54383256,0.27080117,0.624035,0.73365929,0.7316864,0.45205009,0.87716589,0.73365929,NA,NA,NA,NA,NA,NA,NA,NA,0.945797598627787,0.909605488850772,0.855917667238422,0.508404802744425
902,0.94659614,NA,0.78261982,0.98669623,0.9828586,0.8608221,0.33805219,0.81425891,0.9824322,0.9938598,0.8393314,0.44055944,0.66100972,0.44055944,0.69819205,0.89672523,0.89851612,0.78492239,0.92034794,0.89672523,NA,NA,NA,NA,NA,NA,NA,NA,0.849590723055935,0.869542974079127,0.723055934515689,0.554399727148704
903,0.86970969,NA,0.6409965,0.80961538,0.86914336,0.84851399,0.43741259,0.91931818,0.95,0.93146853,0.73793706,0.23706294,0.45743007,0.23706294,0.77840909,0.88715035,0.88496503,0.72508741,0.92770979,0.88715035,NA,NA,NA,NA,NA,NA,NA,NA,0.860513896171998,0.900891452543262,0.811047019751792,0.596574025520014
904,0.91938846,NA,0.52926363,0.8341438,0.91290379,0.77787426,0.42792636,0.96891282,0.98072247,0.96648142,0.81156652,0.18122612,0.4389545,0.18122612,0.56286905,0.86870441,0.86870441,0.78247655,0.85941299,0.86870441,NA,NA,NA,NA,NA,NA,NA,NA,0.726341378711582,0.747699253342594,0.764716096544539,0.529779475603403
905,0.93628763,NA,0.78527248,0.97726513,0.86618188,0.88014042,0.58910064,0.97542628,0.69324641,0.79438315,0.82230023,0.2820127,0.59578736,0.2820127,0.61125042,0.82898696,0.83099298,0.87738215,0.73035774,0.82898696,NA,NA,NA,NA,NA,NA,NA,NA,0.466822664215277,0.585492227979275,0.629115828179843,0.72589002172823
906,0.95018327,NA,0.92163558,0.96602265,0.89748501,0.86192538,0.81895403,0.97143571,0.63041306,0.80113258,0.88141239,0.18754164,0.35226516,0.18754164,0.51332445,0.82420053,0.82420053,0.76557295,0.80896069,0.82420053,NA,NA,NA,NA,NA,NA,NA,NA,0.455287260616153,0.703247293921732,0.756869275603664,0.624979184013322
907,0.95206829,NA,0.92033147,0.9565146,0.97087299,0.92205448,0.75008205,0.94748933,0.87364621,0.95011487,0.85887758,0.30316705,0.54652117,0.30316705,0.7008533,0.73318018,0.73121103,0.78372169,0.64030194,0.73318018,NA,NA,NA,NA,NA,NA,NA,NA,0.482526661197703,0.692698933552092,0.852173913043478,0.668088597210829
908,0.97017484,NA,0.90412954,0.72926662,0.96427347,0.99143249,0.51764907,0.89684716,0.28803975,0.75839616,0.94139822,0.45502056,0.43034613,0.45502056,0.84758396,0.81836875,0.81648389,0.82119602,0.78572653,0.81836875,NA,NA,NA,NA,NA,NA,NA,NA,0.532636628405003,0.739592256296043,0.67945862600651,0.78053794757581
909,0.97439661,NA,0.74641343,0.72497555,0.60360287,0.69237039,0.70264102,0.78032279,0.16922074,0.39387023,0.85686338,0.54442452,0.71568308,0.54442452,0.87373655,0.92598631,0.92826867,0.93878383,0.83713727,0.92598631,NA,NA,NA,NA,NA,NA,NA,NA,0.442216788916055,0.746536267318663,0.579951100244499,0.832436837815811
910,0.98466359,NA,0.79929113,0.84998351,0.8403396,0.88526212,0.72997033,0.93735575,0.32278272,0.61407847,0.86086383,0.53214639,0.66229805,0.53214639,0.75923178,0.91963403,0.92136499,0.94592812,0.82154632,0.91963403,NA,NA,NA,NA,NA,NA,NA,NA,0.307730344486567,0.606724905224988,0.632932256469425,0.716169441239492
911,0.9751563,NA,0.77902961,0.95855263,0.87458882,0.89802632,0.60065789,0.92376645,0.46891447,0.72286184,0.871875,0.43141447,0.53824013,0.43141447,0.74037829,0.88215461,0.88404605,0.86924342,0.82722039,0.88215461,NA,NA,NA,NA,NA,NA,NA,NA,0.575563229731952,0.69166255550074,0.632297319519816,0.578029929287946
912,0.98370008,NA,0.89742545,0.81652273,0.92691869,0.94492423,0.45608604,0.93514747,0.5755255,0.79533974,0.95877465,0.41429037,0.47091413,0.41429037,0.65447287,0.89139645,0.89310738,0.88846342,0.82760306,0.89139645,NA,NA,NA,NA,NA,NA,NA,NA,0.567774519387423,0.765395894428152,0.698273053111763,0.738351254480287
913,0.9751773,NA,0.83846278,0.90621979,0.88631969,0.98026104,0.56397035,0.98493393,0.65952304,0.82984209,0.94295843,0.50950693,0.57943925,0.50950693,0.62600709,0.77030293,0.77030293,0.81936835,0.64413471,0.77030293,NA,NA,NA,NA,NA,NA,NA,NA,0.618495247301434,0.65087804092154,0.833897212824231,0.726599001127759
914,0.98376728,NA,0.6719955,0.78341902,0.91331941,0.98722686,0.34881105,0.98971722,0.63544344,0.83627892,0.9309126,0.56049165,0.70155848,0.56049165,0.58531491,0.88255141,0.88255141,0.89813625,0.82696015,0.88255141,NA,NA,NA,NA,NA,NA,NA,NA,0.500080321285141,0.68289156626506,0.849317269076305,0.745060240963855
915,0.96278919,NA,0.71106259,0.7366974,0.98843603,0.96466117,0.28368106,0.98237102,0.92592593,0.98026848,0.81319748,0.67224648,0.75262817,0.67224648,0.39899725,0.90198933,0.90384926,0.89010189,0.87142164,0.90198933,NA,NA,NA,NA,NA,NA,NA,NA,0.733505821474774,0.820504527813713,0.940168175937904,0.69987063389392
916,0.93055108,NA,0.8726643,0.76224227,0.97446843,0.92549936,0.39948454,0.99403995,0.91929768,0.96730026,0.76916881,0.73356959,0.8267558,0.73356959,0.45272229,0.76530284,0.76530284,0.78326353,0.71440077,0.76530284,NA,NA,NA,NA,NA,NA,NA,NA,0.567563214688356,0.563214688355613,0.65163472378805,0.410210984055403
917,0.93933054,NA,0.64872909,0.72940798,0.98881918,0.98761261,0.66328829,0.98841699,0.97265122,0.98519949,0.91167954,0.88819176,0.95133526,0.88819176,0.84628378,0.58309202,0.58494208,0.51954633,0.61872587,0.58309202,NA,NA,NA,NA,NA,NA,NA,NA,0.291941450860544,0.434132218111629,0.281486247386199,0.252211677658034
918,0.91662651,NA,0.59988759,0.73582785,0.97069215,0.97350249,0.60767625,0.97269953,0.92612815,0.95487394,0.88228682,0.81748836,0.90597398,0.81748836,0.71904609,0.54006745,0.5426369,0.56246989,0.5000803,0.54006745,NA,NA,NA,NA,NA,NA,NA,NA,0.164097623635196,0.341522157996146,0.14193962748876,0.275208734746307
